,path,duration,dataset,emotion
596,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_fear/YAF_yearn_fear.wav,1.759,TESS,fear
597,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_fear/YAF_young_fear.wav,1.887,TESS,fear
598,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_fear/YAF_voice_fear.wav,1.779,TESS,fear
599,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_fear/YAF_white_fear.wav,1.743,TESS,fear
600,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_boat_happy.wav,1.873,TESS,happy
601,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_bite_happy.wav,1.898,TESS,happy
602,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_bone_happy.wav,1.876,TESS,happy
603,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_chair_happy.wav,1.894,TESS,happy
604,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_cause_happy.wav,2.007,TESS,happy
605,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_chain_happy.wav,1.921,TESS,happy
606,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_bought_happy.wav,1.97,TESS,happy
607,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_came_happy.wav,2.218,TESS,happy
608,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_bar_happy.wav,1.945,TESS,happy
609,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_bath_happy.wav,1.874,TESS,happy
610,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_check_happy.wav,1.999,TESS,happy
611,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_bean_happy.wav,1.888,TESS,happy
612,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_calm_happy.wav,1.982,TESS,happy
613,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_burn_happy.wav,1.787,TESS,happy
614,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_chief_happy.wav,1.792,TESS,happy
615,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_base_happy.wav,1.883,TESS,happy
616,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_cheek_happy.wav,1.977,TESS,happy
617,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_book_happy.wav,2.006,TESS,happy
618,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_back_happy.wav,1.907,TESS,happy
619,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_chat_happy.wav,1.934,TESS,happy
620,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_cab_happy.wav,1.88,TESS,happy
621,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_beg_happy.wav,1.896,TESS,happy
622,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_chalk_happy.wav,1.942,TESS,happy
623,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_choice_happy.wav,1.893,TESS,happy
624,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_ditch_happy.wav,1.902,TESS,happy
625,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_dodge_happy.wav,1.984,TESS,happy
626,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_fail_happy.wav,1.875,TESS,happy
627,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_far_happy.wav,1.938,TESS,happy
628,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_fit_happy.wav,2.134,TESS,happy
629,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_fall_happy.wav,1.793,TESS,happy
630,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_dab_happy.wav,1.818,TESS,happy
631,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_food_happy.wav,1.948,TESS,happy
632,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_dead_happy.wav,1.842,TESS,happy
633,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_dime_happy.wav,1.838,TESS,happy
634,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_dip_happy.wav,1.824,TESS,happy
635,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_death_happy.wav,1.808,TESS,happy
636,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_five_happy.wav,1.939,TESS,happy
637,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_door_happy.wav,1.813,TESS,happy
638,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_cool_happy.wav,1.854,TESS,happy
639,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_dog_happy.wav,1.959,TESS,happy
640,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_gap_happy.wav,1.755,TESS,happy
641,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_deep_happy.wav,1.864,TESS,happy
642,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_fat_happy.wav,1.965,TESS,happy
643,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_doll_happy.wav,2.057,TESS,happy
644,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_date_happy.wav,1.823,TESS,happy
645,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_hall_happy.wav,1.926,TESS,happy
646,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_gin_happy.wav,1.92,TESS,happy
647,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_goal_happy.wav,1.841,TESS,happy
648,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_hurl_happy.wav,1.829,TESS,happy
649,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_half_happy.wav,1.761,TESS,happy
650,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_hash_happy.wav,1.978,TESS,happy
651,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_gas_happy.wav,2.151,TESS,happy
652,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_gaze_happy.wav,2.205,TESS,happy
653,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_get_happy.wav,1.972,TESS,happy
654,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_hit_happy.wav,1.845,TESS,happy
655,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_gun_happy.wav,1.852,TESS,happy
656,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_goose_happy.wav,1.963,TESS,happy
657,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_hate_happy.wav,1.922,TESS,happy
658,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_good_happy.wav,1.799,TESS,happy
659,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_hire_happy.wav,1.844,TESS,happy
660,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_haze_happy.wav,2.112,TESS,happy
661,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_hole_happy.wav,1.837,TESS,happy
662,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_germ_happy.wav,1.925,TESS,happy
663,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_home_happy.wav,1.769,TESS,happy
664,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_have_happy.wav,2.012,TESS,happy
665,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_learn_happy.wav,2.081,TESS,happy
666,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_keen_happy.wav,1.826,TESS,happy
667,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_keg_happy.wav,1.874,TESS,happy
668,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_limb_happy.wav,1.823,TESS,happy
669,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_lean_happy.wav,1.967,TESS,happy
670,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_kill_happy.wav,1.992,TESS,happy
671,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_judge_happy.wav,2.157,TESS,happy
672,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_life_happy.wav,2.004,TESS,happy
673,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_lid_happy.wav,1.758,TESS,happy
674,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_jail_happy.wav,1.858,TESS,happy
675,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_hush_happy.wav,1.972,TESS,happy
676,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_king_happy.wav,1.827,TESS,happy
677,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_laud_happy.wav,1.81,TESS,happy
678,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_kite_happy.wav,1.775,TESS,happy
679,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_jar_happy.wav,1.839,TESS,happy
680,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_lease_happy.wav,2.022,TESS,happy
681,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_juice_happy.wav,1.962,TESS,happy
682,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_late_happy.wav,1.826,TESS,happy
683,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_knock_happy.wav,1.88,TESS,happy
684,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_jug_happy.wav,1.813,TESS,happy
685,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_join_happy.wav,2.088,TESS,happy
686,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_keep_happy.wav,1.968,TESS,happy
687,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_kick_happy.wav,1.91,TESS,happy
688,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_pass_happy.wav,2.072,TESS,happy
689,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_phone_happy.wav,1.983,TESS,happy
690,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_met_happy.wav,1.815,TESS,happy
691,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_lore_happy.wav,2.022,TESS,happy
692,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_mood_happy.wav,1.814,TESS,happy
693,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_merge_happy.wav,2.004,TESS,happy
694,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_pain_happy.wav,1.897,TESS,happy
695,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_nag_happy.wav,1.815,TESS,happy
696,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_mob_happy.wav,1.866,TESS,happy
697,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_mop_happy.wav,2.013,TESS,happy
698,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_pick_happy.wav,1.934,TESS,happy
699,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_make_happy.wav,1.977,TESS,happy
700,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_pad_happy.wav,1.889,TESS,happy
701,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_mouse_happy.wav,2.107,TESS,happy
702,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_pike_happy.wav,2.001,TESS,happy
703,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_name_happy.wav,2.037,TESS,happy
704,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_perch_happy.wav,2.144,TESS,happy
705,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_numb_happy.wav,1.935,TESS,happy
706,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_love_happy.wav,1.789,TESS,happy
707,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_pearl_happy.wav,1.875,TESS,happy
708,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_live_happy.wav,2.047,TESS,happy
709,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_moon_happy.wav,1.783,TESS,happy
710,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_loaf_happy.wav,1.987,TESS,happy
711,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_lose_happy.wav,2.196,TESS,happy
712,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_mill_happy.wav,1.772,TESS,happy
713,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_page_happy.wav,1.957,TESS,happy
714,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_neat_happy.wav,1.954,TESS,happy
715,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_match_happy.wav,2.074,TESS,happy
716,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_mode_happy.wav,1.758,TESS,happy
717,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_luck_happy.wav,1.874,TESS,happy
718,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_note_happy.wav,2.092,TESS,happy
719,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_pole_happy.wav,1.906,TESS,happy
720,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_peg_happy.wav,1.909,TESS,happy
721,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_long_happy.wav,2.025,TESS,happy
722,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_mess_happy.wav,2.236,TESS,happy
723,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_lot_happy.wav,1.871,TESS,happy
724,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_nice_happy.wav,2.036,TESS,happy
725,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_near_happy.wav,1.896,TESS,happy
726,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_rain_happy.wav,2.006,TESS,happy
727,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_take_happy.wav,2.001,TESS,happy
728,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_shack_happy.wav,1.946,TESS,happy
729,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_team_happy.wav,2.126,TESS,happy
730,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_sub_happy.wav,1.817,TESS,happy
731,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_sour_happy.wav,2.018,TESS,happy
732,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_such_happy.wav,2.095,TESS,happy
733,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_red_happy.wav,1.961,TESS,happy
734,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_rush_happy.wav,2.082,TESS,happy
735,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_tell_happy.wav,1.976,TESS,happy
736,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_puff_happy.wav,1.755,TESS,happy
737,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_ring_happy.wav,1.912,TESS,happy
738,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_talk_happy.wav,2.056,TESS,happy
739,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_size_happy.wav,1.978,TESS,happy
740,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_reach_happy.wav,2.039,TESS,happy
741,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_room_happy.wav,2.069,TESS,happy
742,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_time_happy.wav,2.009,TESS,happy
743,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_read_happy.wav,1.752,TESS,happy
744,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_tape_happy.wav,1.955,TESS,happy
745,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_shall_happy.wav,1.954,TESS,happy
746,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_should_happy.wav,1.976,TESS,happy
747,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_soap_happy.wav,2.083,TESS,happy
748,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_sheep_happy.wav,2.024,TESS,happy
749,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_said_happy.wav,1.888,TESS,happy
750,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_thought_happy.wav,1.908,TESS,happy
751,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_thin_happy.wav,1.966,TESS,happy
752,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_rough_happy.wav,1.875,TESS,happy
753,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_shawl_happy.wav,2.0,TESS,happy
754,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_sell_happy.wav,1.856,TESS,happy
755,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_rat_happy.wav,1.997,TESS,happy
756,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_third_happy.wav,1.777,TESS,happy
757,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_sure_happy.wav,1.752,TESS,happy
758,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_road_happy.wav,2.023,TESS,happy
759,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_sail_happy.wav,1.921,TESS,happy
760,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_soup_happy.wav,1.901,TESS,happy
761,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_search_happy.wav,2.093,TESS,happy
762,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_raise_happy.wav,1.966,TESS,happy
763,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_shout_happy.wav,1.954,TESS,happy
764,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_raid_happy.wav,1.818,TESS,happy
765,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_thumb_happy.wav,1.971,TESS,happy
766,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_ripe_happy.wav,1.958,TESS,happy
767,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_shirt_happy.wav,2.073,TESS,happy
768,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_rot_happy.wav,1.874,TESS,happy
769,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_pool_happy.wav,1.766,TESS,happy
770,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_south_happy.wav,2.086,TESS,happy
771,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_seize_happy.wav,2.221,TESS,happy
772,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_rag_happy.wav,1.778,TESS,happy
773,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_rose_happy.wav,2.028,TESS,happy
774,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_tough_happy.wav,1.729,TESS,happy
775,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_wash_happy.wav,2.12,TESS,happy
776,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_whip_happy.wav,1.927,TESS,happy
777,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_white_happy.wav,2.035,TESS,happy
778,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_youth_happy.wav,2.111,TESS,happy
779,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_turn_happy.wav,1.859,TESS,happy
780,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_witch_happy.wav,2.077,TESS,happy
781,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_ton_happy.wav,1.821,TESS,happy
782,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_yes_happy.wav,2.179,TESS,happy
783,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_wheat_happy.wav,2.081,TESS,happy
784,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_wire_happy.wav,2.076,TESS,happy
785,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_vine_happy.wav,1.933,TESS,happy
786,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_wife_happy.wav,2.064,TESS,happy
787,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_which_happy.wav,2.081,TESS,happy
788,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_void_happy.wav,2.144,TESS,happy
789,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_wag_happy.wav,1.957,TESS,happy
790,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_walk_happy.wav,2.134,TESS,happy
791,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_week_happy.wav,1.756,TESS,happy
792,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_young_happy.wav,1.832,TESS,happy
793,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_tool_happy.wav,1.79,TESS,happy
794,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_tip_happy.wav,1.828,TESS,happy
795,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_when_happy.wav,1.946,TESS,happy
796,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_vote_happy.wav,2.002,TESS,happy
797,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_voice_happy.wav,1.982,TESS,happy
798,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_yearn_happy.wav,2.086,TESS,happy
799,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_happy/YAF_tire_happy.wav,2.035,TESS,happy
800,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_neutral/YAF_chief_neutral.wav,2.076,TESS,neutral
801,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_neutral/YAF_base_neutral.wav,2.116,TESS,neutral
802,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_neutral/YAF_cheek_neutral.wav,2.269,TESS,neutral
803,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_neutral/YAF_burn_neutral.wav,1.901,TESS,neutral
804,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_neutral/YAF_bone_neutral.wav,2.056,TESS,neutral
805,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_neutral/YAF_boat_neutral.wav,1.91,TESS,neutral
806,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_neutral/YAF_bought_neutral.wav,2.054,TESS,neutral
807,/content/gdrive/MyDrive/CEG/Semester 7/DL_project/TESS/YAF_neutral/YAF_chat_neutral.wav,2.2,TESS,neutral
